SNAPSHOT_ID,SOURCE_ENTITY_CODE,CANONICAL_ISO2,CANONICAL_ISO3,COUNTRY_NAME,CODE_SYSTEM,ENTITY_TYPE,IS_AGGREGATE,IDENTITY_MAPPING_STATUS,INDICATOR_CODE,INDICATOR_NAME,INDICATOR_UNIT,SOURCE_ID,SOURCE_NAME,OBSERVATION_YEAR,INDICATOR_VALUE,SOURCE_LAST_UPDATED,OBSERVATION_STATUS,SOURCE_DECIMAL_PRECISION,RAW_VALUE_TEXT,RETRIEVED_AT
wdi2-2019-2021-372906f371e0391f,AND,AD,AND,Andorra,ISO-3166-1,economy,False,matched_iso,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),constant 2015 US$,2,World Development Indicators,2019,39346.275035865,2026-07-13,\N,1,39346.275035865,2026-07-29T18:04:35Z
wdi2-2019-2021-372906f371e0391f,AND,AD,AND,Andorra,ISO-3166-1,economy,False,matched_iso,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),constant 2015 US$,2,World Development Indicators,2020,34536.649922256,2026-07-13,\N,1,34536.6499222556,2026-07-29T18:04:35Z
wdi2-2019-2021-372906f371e0391f,AND,AD,AND,Andorra,ISO-3166-1,economy,False,matched_iso,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),constant 2015 US$,2,World Development Indicators,2021,36929.019152864,2026-07-13,\N,1,36929.0191528644,2026-07-29T18:04:35Z
wdi2-2019-2021-372906f371e0391f,AND,AD,AND,Andorra,ISO-3166-1,economy,False,matched_iso,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",current international $,2,World Development Indicators,2019,4091.22994695,2026-07-13,\N,2,4091.22994695037,2026-07-29T18:04:35Z
wdi2-2019-2021-372906f371e0391f,AND,AD,AND,Andorra,ISO-3166-1,economy,False,matched_iso,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",current international $,2,World Development Indicators,2020,4575.532908773,2026-07-13,\N,2,4575.53290877348,2026-07-29T18:04:35Z
wdi2-2019-2021-372906f371e0391f,AND,AD,AND,Andorra,ISO-3166-1,economy,False,matched_iso,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",current international $,2,World Development Indicators,2021,5126.695556473,2026-07-13,\N,2,5126.69555647297,2026-07-29T18:04:35Z
wdi2-2019-2021-372906f371e0391f,AND,AD,AND,Andorra,ISO-3166-1,economy,False,matched_iso,SP.POP.65UP.TO.ZS,Population ages 65 and above (% of total population),% of total population,2,World Development Indicators,2019,13.825704329,2026-07-13,\N,0,13.8257043289506,2026-07-29T18:04:35Z
wdi2-2019-2021-372906f371e0391f,AND,AD,AND,Andorra,ISO-3166-1,economy,False,matched_iso,SP.POP.65UP.TO.ZS,Population ages 65 and above (% of total population),% of total population,2,World Development Indicators,2020,14.2168519,2026-07-13,\N,0,14.2168518997157,2026-07-29T18:04:35Z
wdi2-2019-2021-372906f371e0391f,AND,AD,AND,Andorra,ISO-3166-1,economy,False,matched_iso,SP.POP.65UP.TO.ZS,Population ages 65 and above (% of total population),% of total population,2,World Development Indicators,2021,14.59799524,2026-07-13,\N,0,14.5979952401309,2026-07-29T18:04:35Z
wdi2-2019-2021-372906f371e0391f,AND,AD,AND,Andorra,ISO-3166-1,economy,False,matched_iso,SP.POP.TOTL,"Population, total",people,2,World Development Indicators,2019,76474,2026-07-13,\N,0,76474,2026-07-29T18:04:35Z
wdi2-2019-2021-372906f371e0391f,AND,AD,AND,Andorra,ISO-3166-1,economy,False,matched_iso,SP.POP.TOTL,"Population, total",people,2,World Development Indicators,2020,77380,2026-07-13,\N,0,77380,2026-07-29T18:04:35Z
wdi2-2019-2021-372906f371e0391f,AND,AD,AND,Andorra,ISO-3166-1,economy,False,matched_iso,SP.POP.TOTL,"Population, total",people,2,World Development Indicators,2021,78364,2026-07-13,\N,0,78364,2026-07-29T18:04:35Z
wdi2-2019-2021-372906f371e0391f,ARE,AE,ARE,United Arab Emirates,ISO-3166-1,economy,False,matched_iso,EN.POP.DNST,Population density (people per sq. km of land area),people per sq. km of land area,2,World Development Indicators,2019,133.001760068,2026-07-13,\N,0,133.001760067587,2026-07-29T18:04:35Z
wdi2-2019-2021-372906f371e0391f,ARE,AE,ARE,United Arab Emirates,ISO-3166-1,economy,False,matched_iso,EN.POP.DNST,Population density (people per sq. km of land area),people per sq. km of land area,2,World Development Indicators,2020,132.371698113,2026-07-13,\N,0,132.371698113208,2026-07-29T18:04:35Z
wdi2-2019-2021-372906f371e0391f,ARE,AE,ARE,United Arab Emirates,ISO-3166-1,economy,False,matched_iso,EN.POP.DNST,Population density (people per sq. km of land area),people per sq. km of land area,2,World Development Indicators,2021,134.823317375,2026-07-13,\N,0,134.823317375387,2026-07-29T18:04:35Z
